id,state,Cat0,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,Cat7,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
,,1,1,1,1,0,1,0,1,110,408,1,0,0,178.55,89,34.795,185.85,86,15.755,207.25,98.5,11.19,12.5,4,3.84,1,1
,,0,0,0,0,1,0,0,0,106,408,1,1,34.5,174.55,105,37.795,236.85,101,19.755,250.25,116.5,11.19,10.5,3,1.84,3,1
,,0,1,1,0,0,0,1,0,67,415,1,1,20.5,273.55,104,39.795,256.85,118,21.755,227.25,94.5,10.19,12.5,5,3.84,3,1
,,0,1,0,0,1,0,0,0,126,408,0,1,27.5,171.55,92,35.795,220.85,93,16.755,201.25,104.5,10.19,10.5,4,1.84,1,1
,,1,0,1,1,0,1,0,0,123,415,0,0,0,266.55,104,33.795,196.85,96,21.755,201.25,81.5,7.19,12.5,5,1.84,1,1
,,1,0,0,0,0,1,0,0,81,415,0,0,0,254.55,113,38.795,160.85,100,20.755,227.25,115.5,11.19,9.5,6,2.84,1,1
,,1,0,1,0,0,0,0,1,132,510,0,0,0,171.55,82,46.795,208.85,118,16.755,220.25,116.5,9.19,9.5,5,1.84,2,1
,,1,1,0,0,0,0,0,0,86,415,0,0,0,262.55,86,30.795,180.85,116,13.755,208.25,85.5,9.19,12.5,2,3.84,3,1
,,1,1,0,1,0,0,0,0,135,415,0,1,34.5,182.55,92,33.795,212.85,91,19.755,163.25,98.5,8.19,10.5,5,3.84,1,1
,,1,1,0,0,1,1,1,0,76,510,0,0,0,203.55,82,24.795,234.85,92,14.755,164.25,116.5,9.19,12.5,5,1.84,3,1
,,1,0,1,1,1,0,0,1,89,510,0,1,22.5,171.55,107,29.795,202.85,86,20.755,175.25,118.5,7.19,12.5,6,1.84,1,1
,,1,1,0,1,1,1,0,0,88,415,1,0,0,177.55,85,24.795,211.85,91,18.755,249.25,92.5,9.19,11.5,5,3.84,2,1
,,0,1,0,0,1,1,0,0,73,415,1,1,30.5,232.55,110,43.795,181.85,81,18.755,194.25,103.5,11.19,8.5,6,3.84,3,1
,,0,1,1,0,1,0,0,0,125,415,0,0,0,235.55,110,43.795,216.85,111,17.755,238.25,97.5,7.19,10.5,6,3.84,2,1
,,1,1,0,1,1,1,1,1,102,408,0,1,31.5,267.55,92,43.795,199.85,103,13.755,248.25,83.5,7.19,8.5,2,3.84,2,1
,,0,0,0,1,1,1,1,0,133,415,0,0,0,173.55,117,30.795,216.85,116,19.755,226.25,112.5,7.19,11.5,6,1.84,3,1
,,1,1,1,1,0,0,0,1,133,510,0,1,36.5,273.55,96,32.795,165.85,115,20.755,158.25,94.5,7.19,11.5,6,1.84,1,1
,,1,1,1,1,0,0,0,0,68,510,0,1,24.5,234.55,94,34.795,223.85,94,16.755,183.25,94.5,7.19,9.5,5,2.84,2,1
,,0,0,1,1,0,1,0,0,106,408,1,1,32.5,273.55,112,45.795,162.85,114,21.755,250.25,117.5,9.19,10.5,2,1.84,1,1
,,1,1,1,0,1,0,0,0,133,510,0,1,37.5,254.55,100,28.795,179.85,100,18.755,219.25,108.5,11.19,9.5,2,1.84,2,1
,,0,1,0,1,0,0,0,0,111,510,1,1,38.5,170.55,91,29.795,183.85,85,20.755,190.25,82.5,7.19,12.5,4,3.84,1,1
,,1,1,1,0,0,1,0,0,127,415,0,0,0,209.55,91,42.795,191.85,111,13.755,211.25,110.5,11.19,12.5,6,1.84,3,1
,,1,0,1,0,1,1,0,1,78,415,0,0,0,226.55,89,28.795,183.85,92,16.755,166.25,83.5,10.19,10.5,3,1.84,1,1
,,0,1,1,1,1,1,0,0,77,415,0,1,23.5,266.55,85,45.795,170.85,90,19.755,160.25,115.5,10.19,11.5,6,3.84,3,1
,,1,1,1,0,0,0,0,1,95,510,0,0,0,178.55,100,41.795,225.85,111,21.755,225.25,104.5,8.19,12.5,4,2.84,3,1
,,0,0,1,0,0,1,0,0,115,408,0,0,0,193.55,81,46.795,230.85,82,16.755,166.25,80.5,8.19,9.5,3,1.84,3,1
,,0,0,1,0,1,0,0,1,74,415,0,0,0,176.55,86,33.795,195.85,110,13.755,208.25,107.5,8.19,11.5,2,1.84,1,1
,,1,0,0,1,1,1,0,0,111,408,1,0,0,248.55,90,30.795,223.85,90,15.755,240.25,117.5,8.19,10.5,4,2.84,3,1
,,0,0,0,1,1,0,0,0,129,415,1,1,26.5,241.55,90,32.795,222.85,110,17.755,177.25,113.5,9.19,9.5,3,2.84,1,1
,,0,0,0,0,1,1,0,0,106,408,1,1,34.5,273.55,98,44.795,219.85,93,21.755,216.25,111.5,7.19,10.5,2,2.84,2,1
,,1,0,0,1,1,1,1,1,119,408,0,1,21.5,218.55,107,44.795,183.85,93,13.755,192.25,93.5,11.19,8.5,3,1.84,2,1
,,1,0,1,0,1,0,1,1,137,408,1,0,0,232.55,103,42.795,159.85,83,20.755,183.25,101.5,8.19,8.5,6,1.84,3,1
,,0,0,0,1,0,1,1,1,65,408,0,1,23.5,170.55,93,24.795,224.85,97,15.755,178.25,93.5,8.19,9.5,6,1.84,1,1
,,0,0,0,1,0,0,0,0,132,408,0,0,0,154.55,81,46.795,252.85,118,20.755,214.25,98.5,8.19,11.5,3,2.84,1,1
,,0,0,0,0,1,0,0,0,114,408,1,0,0,214.55,99,44.795,179.85,87,21.755,224.25,97.5,8.19,12.5,2,2.84,1,1
,,0,0,1,0,1,0,1,1,124,415,0,1,38.5,224.55,92,40.795,253.85,87,15.755,225.25,110.5,8.19,9.5,6,3.84,3,1
,,1,0,0,0,1,0,1,1,70,510,0,1,21.5,267.55,81,29.795,185.85,116,21.755,209.25,96.5,7.19,9.5,2,1.84,2,1
,,0,0,1,1,0,0,1,1,125,415,1,0,0,267.55,115,33.795,182.85,102,21.755,195.25,104.5,10.19,8.5,5,2.84,3,1
,,0,0,0,1,0,0,1,1,134,415,0,0,0,186.55,114,40.795,192.85,83,21.755,175.25,100.5,8.19,11.5,6,2.84,2,1
,,1,1,1,0,0,0,1,0,100,510,0,1,32.5,230.55,118,28.795,245.85,95,19.755,218.25,97.5,8.19,10.5,5,3.84,1,1
,,0,1,0,1,1,0,0,0,88,408,1,1,28.5,226.55,103,40.795,175.85,92,17.755,239.25,96.5,7.19,8.5,2,3.84,3,1
,,0,1,1,0,1,0,0,1,89,510,1,1,21.5,206.55,113,29.795,246.85,89,19.755,218.25,88.5,10.19,11.5,4,3.84,2,1
,,1,0,0,1,1,1,0,1,74,415,1,0,0,274.55,99,40.795,194.85,93,20.755,242.25,99.5,7.19,12.5,3,2.84,2,1
,,0,0,1,0,1,0,1,1,114,510,1,1,25.5,223.55,105,43.795,248.85,100,14.755,165.25,103.5,8.19,11.5,2,3.84,1,1
,,1,1,1,1,1,1,0,0,122,408,0,0,0,155.55,87,27.795,194.85,81,15.755,198.25,115.5,8.19,9.5,5,2.84,2,1
,,1,0,1,1,1,1,0,1,129,408,1,0,0,162.55,106,26.795,161.85,93,20.755,231.25,95.5,11.19,10.5,3,1.84,3,1
,,0,0,1,0,1,0,0,0,86,415,1,1,32.5,205.55,113,34.795,178.85,81,14.755,237.25,100.5,11.19,9.5,4,2.84,1,1
,,0,0,0,0,0,0,1,0,74,408,0,1,36.5,151.55,99,26.795,206.85,100,18.755,161.25,106.5,9.19,9.5,2,1.84,1,1
,,0,1,0,1,0,0,1,0,135,408,0,0,0,166.55,99,26.795,229.85,111,15.755,197.25,97.5,8.19,12.5,4,2.84,3,1
,,0,0,1,1,0,1,1,0,120,510,0,0,0,158.55,104,45.795,159.85,102,18.755,192.25,97.5,9.19,12.5,2,2.84,3,1
,,1,1,0,0,1,1,1,0,81,415,0,0,0,183.55,118,29.795,166.85,84,19.755,187.25,83.5,7.19,10.5,6,1.84,3,1
,,1,1,0,0,1,1,0,0,102,415,0,1,36.5,245.55,85,27.795,185.85,103,19.755,240.25,104.5,10.19,9.5,2,2.84,2,1
,,0,0,1,1,0,0,0,1,73,510,0,1,18.5,152.55,95,30.795,183.85,88,13.755,222.25,97.5,11.19,10.5,6,3.84,2,1
,,0,1,1,1,0,1,0,0,92,510,0,1,24.5,256.55,112,38.795,201.85,103,14.755,201.25,116.5,11.19,9.5,3,2.84,2,1
,,0,1,0,1,0,1,1,1,123,408,0,1,29.5,224.55,96,45.795,254.85,86,20.755,176.25,104.5,11.19,12.5,4,1.84,1,1
,,0,0,0,1,1,0,0,1,81,510,1,1,30.5,260.55,93,46.795,159.85,89,16.755,225.25,93.5,8.19,8.5,6,1.84,2,1
,,1,0,1,0,0,1,0,0,126,415,1,1,29.5,195.55,81,44.795,173.85,96,15.755,232.25,89.5,9.19,10.5,6,3.84,1,1
,,0,1,0,1,1,0,1,1,102,510,0,1,27.5,198.55,104,36.795,206.85,91,16.755,180.25,116.5,11.19,8.5,6,3.84,3,1
,,0,0,0,0,0,1,1,1,78,415,1,1,31.5,206.55,86,40.795,182.85,103,21.755,236.25,111.5,11.19,11.5,3,1.84,2,1
,,0,1,0,1,0,0,1,0,84,408,0,1,26.5,176.55,95,27.795,242.85,99,20.755,245.25,116.5,7.19,11.5,2,2.84,3,1
,,0,0,1,0,0,0,0,0,108,408,0,0,0,193.55,102,43.795,211.85,93,17.755,174.25,88.5,10.19,11.5,3,2.84,2,1
,,0,0,0,0,0,1,1,1,79,415,1,0,0,245.55,98,39.795,233.85,101,18.755,180.25,87.5,11.19,11.5,5,2.84,2,1
,,0,1,0,0,0,0,1,0,131,510,1,1,31.5,208.55,94,34.795,160.85,100,18.755,244.25,95.5,11.19,8.5,2,3.84,2,1
,,1,1,0,0,1,0,1,0,135,415,0,1,22.5,206.55,98,41.795,190.85,89,14.755,217.25,86.5,8.19,10.5,2,2.84,1,1
,,0,1,0,0,1,1,1,0,117,510,0,1,38.5,190.55,89,27.795,185.85,86,20.755,163.25,83.5,7.19,9.5,4,3.84,2,1
,,0,1,0,1,0,0,1,1,67,415,1,1,25.5,210.55,95,46.795,220.85,105,15.755,215.25,91.5,9.19,10.5,5,3.84,3,1
,,0,0,1,1,0,1,0,1,94,415,1,0,0,169.55,93,45.795,225.85,88,16.755,161.25,98.5,7.19,11.5,2,3.84,2,1
,,1,0,0,1,0,0,1,0,74,415,1,1,35.5,209.55,108,28.795,228.85,104,21.755,182.25,86.5,11.19,10.5,2,2.84,2,1
,,1,1,1,0,1,0,1,1,76,415,0,0,0,201.55,108,30.795,191.85,93,17.755,201.25,92.5,9.19,10.5,3,1.84,3,1
,,0,1,0,0,1,1,0,0,89,408,1,1,26.5,264.55,86,27.795,198.85,95,15.755,190.25,94.5,9.19,9.5,5,2.84,1,1
,,1,0,1,1,0,0,0,0,86,415,1,0,0,248.55,105,35.795,193.85,92,17.755,218.25,108.5,11.19,10.5,5,2.84,1,1
,,0,1,0,0,0,0,0,0,109,415,0,1,34.5,205.55,112,36.795,192.85,89,20.755,213.25,112.5,11.19,9.5,6,3.84,2,1
,,1,1,1,0,1,1,1,0,75,408,0,1,37.5,192.55,107,41.795,172.85,88,18.755,214.25,81.5,11.19,10.5,3,3.84,2,1
,,1,0,0,0,0,1,1,0,73,510,0,1,34.5,178.55,87,41.795,218.85,91,16.755,212.25,90.5,9.19,10.5,5,3.84,1,1
,,0,1,0,0,0,1,1,1,66,415,0,0,0,254.55,81,30.795,255.85,107,15.755,205.25,113.5,7.19,11.5,6,1.84,2,1
,,0,1,0,1,1,1,1,0,119,415,1,1,19.5,176.55,118,32.795,249.85,95,21.755,203.25,109.5,8.19,12.5,2,3.84,1,1
,,1,1,1,1,0,1,0,0,133,415,0,0,0,164.55,93,35.795,233.85,95,18.755,212.25,102.5,11.19,9.5,4,3.84,1,1
,,1,1,0,1,1,1,1,1,125,408,1,0,0,176.55,87,35.795,172.85,87,15.755,202.25,90.5,10.19,8.5,4,2.84,2,1
,,1,1,0,1,0,0,0,0,63,510,1,1,27.5,181.55,93,32.795,213.85,114,15.755,246.25,115.5,11.19,10.5,2,3.84,3,1
,,0,0,0,1,1,1,1,0,80,510,0,1,26.5,168.55,90,33.795,232.85,111,20.755,159.25,81.5,11.19,10.5,5,3.84,3,1
,,1,0,1,1,1,0,1,0,122,415,0,0,0,187.55,101,42.795,210.85,96,14.755,227.25,85.5,9.19,8.5,4,3.84,3,1
,,1,0,1,1,1,1,0,0,104,415,0,1,22.5,154.55,116,42.795,195.85,81,20.755,173.25,116.5,9.19,11.5,5,3.84,1,1
,,1,1,1,1,0,0,1,1,117,408,0,1,22.5,151.55,108,33.795,205.85,95,20.755,237.25,103.5,11.19,9.5,3,3.84,3,1
,,0,1,1,0,1,1,0,0,104,408,1,0,0,218.55,93,37.795,210.85,97,14.755,174.25,80.5,11.19,11.5,6,2.84,1,1
,,1,1,1,0,1,0,0,0,88,510,0,1,20.5,157.55,96,42.795,203.85,101,21.755,190.25,105.5,9.19,9.5,4,1.84,1,1
,,0,1,0,1,0,1,0,1,83,510,1,1,35.5,258.55,114,37.795,239.85,107,18.755,175.25,94.5,11.19,9.5,4,2.84,2,1
,,1,0,0,0,1,1,0,0,115,415,1,1,25.5,274.55,114,25.795,172.85,118,13.755,185.25,111.5,7.19,10.5,5,2.84,2,1
,,1,1,0,0,0,1,0,0,77,510,1,1,34.5,277.55,81,29.795,245.85,115,17.755,204.25,108.5,11.19,9.5,5,2.84,1,1
,,0,1,0,1,0,0,0,0,132,408,1,0,0,242.55,82,35.795,191.85,100,13.755,174.25,100.5,8.19,10.5,5,1.84,2,1
,,1,0,1,0,0,0,0,1,97,510,0,0,0,167.55,85,34.795,243.85,102,17.755,191.25,116.5,10.19,11.5,6,3.84,3,1
,,1,1,1,0,1,1,1,1,97,415,0,1,36.5,266.55,93,36.795,256.85,90,15.755,159.25,104.5,8.19,9.5,4,1.84,2,1
,,1,1,1,1,1,0,1,1,85,408,0,1,22.5,271.55,81,38.795,165.85,102,13.755,163.25,83.5,9.19,8.5,3,2.84,1,1
,,0,0,1,1,0,1,1,1,115,510,0,0,0,276.55,91,33.795,195.85,98,21.755,207.25,90.5,9.19,9.5,2,2.84,2,1
,,0,1,0,1,1,1,1,1,90,408,1,1,23.5,213.55,116,36.795,248.85,102,21.755,194.25,87.5,9.19,11.5,2,2.84,3,1
,,0,1,1,1,1,1,0,0,127,510,0,0,0,247.55,101,38.795,193.85,96,17.755,159.25,86.5,10.19,9.5,6,3.84,1,1
,,1,1,1,1,1,0,0,1,112,408,0,1,33.5,154.55,83,46.795,214.85,102,19.755,176.25,90.5,10.19,10.5,2,1.84,2,1
,,0,1,1,1,0,0,0,0,63,408,0,0,0,165.55,95,30.795,254.85,104,13.755,199.25,89.5,8.19,11.5,3,2.84,1,1
,,0,1,0,0,0,0,1,0,135,510,0,0,0,174.55,108,46.795,193.85,111,18.755,182.25,83.5,8.19,11.5,6,1.84,2,1
,,0,1,1,1,1,1,0,1,129,510,0,0,0,178.55,83,28.795,208.85,102,18.755,194.25,103.5,11.19,8.5,5,3.84,2,1
,,0,1,0,0,0,0,0,0,114,510,0,1,35.5,188.55,101,40.795,246.85,111,14.755,203.25,94.5,9.19,8.5,6,1.84,1,1
,,0,1,0,0,0,0,0,0,124,415,1,0,0,273.55,81,33.795,227.85,96,16.755,227.25,82.5,10.19,10.5,3,1.84,2,1
,,1,1,0,1,1,1,1,0,77,408,1,0,0,156.55,117,40.795,223.85,108,13.755,206.25,101.5,9.19,12.5,2,2.84,3,1
,,0,1,0,1,1,0,0,0,64,415,0,0,0,159.55,97,33.795,208.85,93,16.755,236.25,101.5,10.19,10.5,6,3.84,2,1
,,0,0,1,1,1,0,0,0,95,415,0,0,0,247.55,109,27.795,165.85,105,16.755,165.25,117.5,8.19,8.5,3,1.84,3,1
,,1,0,0,1,0,1,0,0,104,415,1,1,31.5,246.55,96,26.795,196.85,108,21.755,222.25,105.5,10.19,12.5,4,3.84,2,1
,,0,0,0,1,1,0,1,0,135,510,0,1,19.5,153.55,102,26.795,229.85,106,19.755,219.25,91.5,7.19,9.5,4,1.84,2,1
,,0,1,0,1,1,0,1,1,73,510,1,0,0,200.55,95,35.795,212.85,91,21.755,187.25,82.5,7.19,12.5,6,3.84,2,1
,,0,1,1,0,1,0,1,0,71,415,1,0,0,200.55,89,43.795,172.85,108,13.755,246.25,92.5,10.19,12.5,3,2.84,1,1
,,0,0,1,1,0,1,0,0,84,510,1,1,33.5,245.55,87,38.795,217.85,108,13.755,213.25,97.5,11.19,11.5,2,2.84,1,1
,,0,1,0,1,0,0,0,0,87,415,0,0,0,262.55,105,38.795,236.85,97,15.755,191.25,107.5,7.19,11.5,6,2.84,1,1
,,1,0,1,0,1,0,0,0,137,510,0,0,0,171.55,84,30.795,191.85,114,20.755,188.25,108.5,7.19,9.5,6,1.84,1,1
,,0,0,1,0,1,1,1,0,81,408,0,0,0,212.55,93,39.795,242.85,89,21.755,169.25,90.5,8.19,10.5,5,2.84,2,1
,,0,1,1,0,0,0,1,1,94,408,0,0,0,189.55,89,26.795,224.85,81,15.755,182.25,103.5,11.19,9.5,2,2.84,3,1
,,1,1,1,1,1,1,1,1,137,415,0,0,0,163.55,105,25.795,233.85,107,18.755,239.25,105.5,9.19,10.5,5,2.84,3,1
,,0,0,1,0,1,0,1,0,115,415,1,1,23.5,245.55,98,40.795,206.85,116,15.755,200.25,109.5,8.19,8.5,3,2.84,1,1
,,0,1,1,0,0,1,1,0,112,408,0,0,0,260.55,91,41.795,237.85,85,13.755,195.25,81.5,7.19,10.5,3,2.84,3,1
,,0,1,1,1,0,0,1,0,82,415,1,1,32.5,275.55,112,46.795,190.85,112,15.755,233.25,85.5,7.19,10.5,6,2.84,2,1
,,1,0,0,1,0,1,1,1,91,510,1,0,0,153.55,83,35.795,256.85,107,16.755,211.25,100.5,11.19,9.5,2,2.84,2,1
,,0,0,0,0,1,0,0,1,116,510,0,0,0,151.55,101,25.795,221.85,103,20.755,189.25,86.5,9.19,10.5,6,1.84,1,1
,,0,1,0,1,1,0,1,1,94,415,1,1,21.5,280.55,81,39.795,183.85,98,18.755,179.25,97.5,10.19,12.5,6,3.84,3,1
,,0,0,1,0,1,1,0,0,67,408,0,0,0,281.55,105,38.795,211.85,100,20.755,219.25,106.5,7.19,12.5,2,2.84,1,1
,,1,0,1,1,1,0,0,0,114,510,1,1,34.5,271.55,110,31.795,213.85,102,21.755,186.25,93.5,9.19,11.5,2,2.84,2,1
,,0,0,1,0,0,1,0,1,100,415,1,1,37.5,194.55,103,46.795,178.85,115,19.755,211.25,117.5,8.19,12.5,6,1.84,2,1
,,1,1,1,0,0,1,0,1,102,408,1,1,37.5,223.55,86,25.795,204.85,116,13.755,158.25,84.5,8.19,8.5,2,3.84,2,1
,,0,1,1,0,0,0,0,1,116,510,1,1,30.5,281.55,108,34.795,245.85,85,18.755,169.25,89.5,7.19,9.5,6,3.84,1,1
,,1,1,0,1,0,0,1,0,71,415,1,0,0,156.55,104,36.795,186.85,113,19.755,189.25,103.5,7.19,9.5,3,1.84,3,1
,,1,1,1,0,1,0,1,0,67,408,1,0,0,162.55,105,28.795,192.85,112,14.755,186.25,115.5,10.19,8.5,6,1.84,2,1
,,0,0,0,0,0,1,0,0,102,510,0,1,34.5,184.55,115,40.795,186.85,94,15.755,206.25,103.5,9.19,11.5,5,3.84,2,1
,,1,1,1,0,1,0,1,1,81,415,0,1,38.5,184.55,82,43.795,243.85,86,21.755,241.25,118.5,11.19,8.5,2,2.84,1,1
,,0,0,1,0,1,0,1,0,86,415,0,0,0,245.55,96,36.795,176.85,84,20.755,208.25,89.5,11.19,9.5,5,1.84,2,1
,,1,1,1,1,1,0,0,1,100,415,0,0,0,220.55,113,29.795,192.85,89,13.755,182.25,86.5,9.19,8.5,4,1.84,2,1
,,1,0,0,1,0,1,1,1,104,415,0,1,36.5,241.55,113,25.795,210.85,117,13.755,217.25,85.5,10.19,12.5,5,1.84,1,1
,,0,1,0,1,0,0,0,0,125,415,0,1,22.5,152.55,119,34.795,168.85,107,15.755,217.25,86.5,8.19,8.5,4,3.84,1,1
,,0,0,1,1,1,0,0,0,89,408,1,1,32.5,199.55,102,44.795,221.85,87,19.755,203.25,101.5,10.19,12.5,3,3.84,3,1
,,1,1,1,0,1,0,1,0,125,408,1,1,23.5,267.55,82,32.795,256.85,110,21.755,238.25,92.5,11.19,10.5,3,2.84,2,1
,,1,1,0,0,1,1,1,0,135,510,1,1,29.5,201.55,95,35.795,183.85,100,16.755,182.25,118.5,8.19,10.5,2,2.84,1,1
,,1,0,1,0,0,1,0,0,134,415,1,0,0,196.55,96,37.795,236.85,112,16.755,168.25,95.5,8.19,12.5,6,1.84,2,1
,,1,1,0,0,1,0,1,0,83,415,0,1,31.5,208.55,112,45.795,234.85,84,17.755,212.25,105.5,11.19,10.5,5,1.84,1,1
,,0,0,1,0,1,1,0,0,130,415,0,1,19.5,250.55,102,41.795,234.85,107,16.755,224.25,97.5,7.19,12.5,5,1.84,1,1
,,1,0,0,1,0,1,0,0,129,415,1,1,23.5,178.55,85,32.795,183.85,118,19.755,172.25,111.5,7.19,12.5,2,2.84,3,1
,,0,0,0,0,1,1,1,0,103,415,0,1,19.5,185.55,110,26.795,253.85,99,21.755,221.25,109.5,10.19,8.5,2,2.84,1,1
,,0,0,1,1,0,1,0,1,134,415,0,1,29.5,192.55,96,37.795,162.85,111,16.755,196.25,84.5,9.19,11.5,2,3.84,1,1
,,0,1,1,1,0,1,1,1,65,415,0,1,29.5,153.55,108,44.795,188.85,88,14.755,232.25,86.5,11.19,10.5,2,1.84,1,1
,,0,0,1,1,0,0,0,1,74,510,1,0,0,171.55,102,38.795,249.85,116,21.755,179.25,98.5,8.19,12.5,2,1.84,3,1
,,0,0,0,1,1,0,1,1,136,415,1,0,0,210.55,99,45.795,213.85,105,17.755,160.25,102.5,11.19,11.5,4,1.84,1,1
,,1,1,1,1,1,0,0,0,121,510,0,0,0,228.55,114,34.795,233.85,90,21.755,246.25,117.5,7.19,11.5,3,1.84,1,1
,,1,1,1,0,0,1,0,0,108,510,0,1,36.5,190.55,118,33.795,220.85,102,13.755,188.25,103.5,11.19,11.5,5,2.84,2,1
,,1,1,0,1,1,0,1,1,85,408,1,1,29.5,280.55,98,38.795,175.85,118,18.755,159.25,93.5,11.19,8.5,2,2.84,3,1
,,0,0,0,1,0,0,0,1,79,408,0,1,24.5,192.55,107,44.795,185.85,113,18.755,247.25,113.5,9.19,10.5,3,3.84,1,1
,,1,1,1,1,0,1,0,0,71,510,1,1,35.5,272.55,96,39.795,205.85,116,20.755,205.25,110.5,10.19,12.5,5,2.84,2,1
,,0,1,0,1,0,0,1,1,131,408,1,0,0,200.55,93,45.795,183.85,117,14.755,233.25,112.5,7.19,9.5,2,2.84,3,1
,,1,0,0,0,0,1,1,1,75,415,1,0,0,173.55,85,32.795,182.85,111,17.755,202.25,86.5,11.19,12.5,4,2.84,3,1
,,1,0,0,0,0,0,1,0,97,415,1,0,0,187.55,111,44.795,232.85,94,21.755,218.25,97.5,8.19,10.5,5,1.84,3,1
,,0,0,0,1,0,0,0,1,74,415,1,1,36.5,247.55,96,32.795,229.85,94,20.755,201.25,94.5,8.19,12.5,5,3.84,1,1
,,0,0,1,0,0,1,0,0,124,510,0,0,0,154.55,89,32.795,172.85,95,19.755,171.25,81.5,8.19,10.5,5,3.84,3,1
,,0,1,0,0,1,1,1,1,101,415,1,1,19.5,233.55,101,44.795,195.85,111,20.755,211.25,82.5,8.19,11.5,5,1.84,3,1
,,1,1,0,0,0,0,1,1,129,415,1,1,28.5,209.55,92,29.795,177.85,90,14.755,187.25,94.5,11.19,10.5,2,1.84,1,1
,,1,0,0,0,1,1,0,1,109,415,1,1,28.5,171.55,87,25.795,232.85,88,19.755,169.25,113.5,8.19,12.5,4,1.84,2,1
,,1,0,0,1,0,1,0,1,131,510,0,0,0,166.55,108,31.795,160.85,90,13.755,243.25,91.5,10.19,11.5,6,2.84,3,1
,,0,0,0,0,1,0,0,1,103,408,0,1,34.5,233.55,106,44.795,211.85,96,17.755,193.25,93.5,11.19,8.5,6,1.84,1,1
,,0,0,0,1,0,0,1,1,69,408,1,0,0,173.55,90,39.795,216.85,91,16.755,199.25,114.5,11.19,12.5,5,2.84,2,1
,,0,0,1,0,1,1,0,0,136,415,1,0,0,242.55,113,42.795,191.85,106,21.755,208.25,96.5,7.19,12.5,4,1.84,3,1
,,0,1,0,0,0,1,0,0,114,415,1,0,0,221.55,108,29.795,250.85,84,20.755,163.25,81.5,11.19,11.5,2,2.84,1,1
,,0,0,0,1,1,1,1,1,110,415,1,1,33.5,241.55,117,41.795,235.85,97,16.755,183.25,80.5,10.19,9.5,4,1.84,2,1
,,1,0,1,0,1,0,0,0,125,415,1,0,0,272.55,102,40.795,226.85,96,15.755,160.25,115.5,10.19,12.5,5,3.84,1,1
,,1,1,0,1,0,1,1,1,91,415,0,1,22.5,183.55,103,45.795,171.85,84,17.755,170.25,98.5,8.19,12.5,6,3.84,1,1
,,0,0,0,1,0,1,0,0,107,415,1,1,23.5,232.55,96,24.795,251.85,94,17.755,240.25,101.5,11.19,11.5,4,2.84,3,1
,,1,0,0,1,1,0,1,0,115,510,0,0,0,228.55,94,39.795,188.85,80,20.755,221.25,92.5,11.19,10.5,2,1.84,1,1
,,0,1,1,1,0,0,0,1,97,415,0,0,0,213.55,107,32.795,229.85,86,18.755,247.25,101.5,11.19,11.5,2,1.84,1,1
,,0,1,1,1,0,0,1,1,131,408,0,1,20.5,190.55,110,34.795,194.85,114,17.755,188.25,108.5,10.19,9.5,6,1.84,3,1
,,1,0,0,0,1,0,1,1,133,510,0,0,0,215.55,100,39.795,256.85,104,17.755,218.25,87.5,8.19,9.5,4,3.84,2,1
,,0,1,0,0,1,0,1,0,110,408,1,1,35.5,206.55,89,26.795,240.85,109,13.755,229.25,114.5,9.19,11.5,3,1.84,3,1
,,0,0,0,1,0,0,1,1,112,408,1,0,0,209.55,90,32.795,231.85,84,17.755,216.25,112.5,9.19,12.5,5,3.84,1,1
,,0,0,0,1,1,1,1,1,131,415,1,1,19.5,256.55,89,37.795,198.85,92,14.755,195.25,112.5,7.19,9.5,3,2.84,2,1
,,0,0,0,0,1,0,1,0,78,415,1,1,28.5,275.55,108,41.795,199.85,110,15.755,240.25,115.5,10.19,8.5,2,2.84,3,1
,,0,1,1,0,0,1,0,1,71,408,0,1,29.5,279.55,84,41.795,180.85,109,18.755,169.25,85.5,11.19,12.5,3,1.84,3,1
,,0,0,0,0,1,1,1,0,77,415,1,0,0,157.55,83,35.795,243.85,90,20.755,221.25,109.5,9.19,9.5,5,3.84,2,1
,,1,0,0,1,0,0,0,1,115,415,0,1,31.5,277.55,113,37.795,257.85,80,20.755,159.25,104.5,10.19,10.5,2,3.84,3,1
,,1,1,0,0,1,1,1,0,110,415,1,1,29.5,191.55,82,45.795,205.85,82,19.755,228.25,94.5,10.19,8.5,5,3.84,2,1
,,1,0,0,1,1,0,1,0,106,408,0,0,0,220.55,86,26.795,163.85,100,20.755,243.25,96.5,8.19,10.5,2,3.84,2,1
,,1,1,1,1,1,1,0,0,111,510,0,1,18.5,237.55,112,30.795,253.85,85,19.755,205.25,105.5,9.19,9.5,5,1.84,3,1
,,1,0,0,1,1,0,1,0,81,408,1,0,0,261.55,116,26.795,162.85,82,20.755,207.25,93.5,9.19,11.5,6,3.84,1,1
,,0,0,0,0,0,0,1,0,85,415,1,1,27.5,259.55,118,46.795,220.85,100,17.755,188.25,87.5,7.19,12.5,5,3.84,2,1
